"REF_DATE","GEO","DGUID","Type of materials diverted","Sources of materials prepared for recycling","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315631","12.15.3","0","","","","0"
"2020","Canada","2016A000011124","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315092","1.1.1","9903027","","","","0"
"2020","Canada","2016A000011124","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315093","1.1.2","","..","","","0"
"2020","Canada","2016A000011124","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315094","1.1.3","","..","","","0"
"2020","Canada","2016A000011124","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315095","1.2.1","3502683","","","","0"
"2020","Canada","2016A000011124","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315096","1.2.2","1548028","","","","0"
"2020","Canada","2016A000011124","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315097","1.2.3","1954655","","","","0"
"2020","Canada","2016A000011124","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315098","1.3.1","423565","","","","0"
"2020","Canada","2016A000011124","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315099","1.3.2","303780","","","","0"
"2020","Canada","2016A000011124","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315100","1.3.3","119785","","","","0"
"2020","Canada","2016A000011124","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315101","1.4.1","722367","","","","0"
"2020","Canada","2016A000011124","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315102","1.4.2","126447","","","","0"
"2020","Canada","2016A000011124","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315103","1.4.3","595920","","","","0"
"2020","Canada","2016A000011124","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315104","1.5.1","76847","","","","0"
"2020","Canada","2016A000011124","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315105","1.5.2","46248","","","","0"
"2020","Canada","2016A000011124","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315106","1.5.3","30599","","","","0"
"2020","Canada","2016A000011124","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315107","1.6.1","132548","","","","0"
"2020","Canada","2016A000011124","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315108","1.6.2","61025","","","","0"
"2020","Canada","2016A000011124","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315109","1.6.3","71524","","","","0"
"2020","Canada","2016A000011124","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315110","1.7.1","63119","","","","0"
"2020","Canada","2016A000011124","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315111","1.7.2","41832","","","","0"
"2020","Canada","2016A000011124","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315112","1.7.3","21287","","","","0"
"2020","Canada","2016A000011124","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315113","1.8.1","95176","","","","0"
"2020","Canada","2016A000011124","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315114","1.8.2","","..","","","0"
"2020","Canada","2016A000011124","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315115","1.8.3","","..","","","0"
"2020","Canada","2016A000011124","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315116","1.9.1","368343","","","","0"
"2020","Canada","2016A000011124","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315117","1.9.2","239874","","","","0"
"2020","Canada","2016A000011124","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315118","1.9.3","128469","","","","0"
"2020","Canada","2016A000011124","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315119","1.10.1","20265","","","","0"
"2020","Canada","2016A000011124","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315120","1.10.2","17853","","","","0"
"2020","Canada","2016A000011124","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315121","1.10.3","2411","","","","0"
"2020","Canada","2016A000011124","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315122","1.11.1","62363","","","","0"
"2020","Canada","2016A000011124","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315123","1.11.2","61840","","","","0"
"2020","Canada","2016A000011124","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315124","1.11.3","523","","","","0"
"2020","Canada","2016A000011124","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315125","1.12.1","430467","","","","0"
"2020","Canada","2016A000011124","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315126","1.12.2","","..","","","0"
"2020","Canada","2016A000011124","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315127","1.12.3","","..","","","0"
"2020","Canada","2016A000011124","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315128","1.13.1","750525","","","","0"
"2020","Canada","2016A000011124","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315129","1.13.2","124613","","","","0"
"2020","Canada","2016A000011124","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315130","1.13.3","625912","","","","0"
"2020","Canada","2016A000011124","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315131","1.14.1","3152774","","","","0"
"2020","Canada","2016A000011124","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315132","1.14.2","2511704","","","","0"
"2020","Canada","2016A000011124","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315133","1.14.3","641070","","","","0"
"2020","Canada","2016A000011124","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315134","1.15.1","101985","","","","0"
"2020","Canada","2016A000011124","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315135","1.15.2","79399","","","","0"
"2020","Canada","2016A000011124","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315136","1.15.3","22587","","","","0"
"2020","Newfoundland and Labrador","2016A000210","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315137","2.1.1","47283","","","","0"
"2020","Newfoundland and Labrador","2016A000210","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315138","2.1.2","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315139","2.1.3","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315140","2.2.1","27837","","","","0"
"2020","Newfoundland and Labrador","2016A000210","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315141","2.2.2","14386","","","","0"
"2020","Newfoundland and Labrador","2016A000210","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315142","2.2.3","13451","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315143","2.3.1","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315144","2.3.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315145","2.3.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315146","2.4.1","422","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315147","2.4.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315148","2.4.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315149","2.5.1","270","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315150","2.5.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315151","2.5.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315152","2.6.1","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315153","2.6.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315154","2.6.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315155","2.7.1","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315156","2.7.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315157","2.7.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315158","2.8.1","632","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315159","2.8.2","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315160","2.8.3","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315161","2.9.1","1283","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315162","2.9.2","1100","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315163","2.9.3","183","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315164","2.10.1","634","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315165","2.10.2","555","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315166","2.10.3","80","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315167","2.11.1","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315168","2.11.2","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315169","2.11.3","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315170","2.12.1","6703","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315171","2.12.2","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315172","2.12.3","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315173","2.13.1","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315174","2.13.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315175","2.13.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315176","2.14.1","915","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315177","2.14.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315178","2.14.3","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315179","2.15.1","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315180","2.15.2","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315181","2.15.3","0","","","","0"
"2020","Prince Edward Island","2016A000211","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315182","3.1.1","57742","","","","0"
"2020","Prince Edward Island","2016A000211","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315183","3.1.2","","..","","","0"
"2020","Prince Edward Island","2016A000211","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315184","3.1.3","","..","","","0"
"2020","Prince Edward Island","2016A000211","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315185","3.2.1","13757","","","","0"
"2020","Prince Edward Island","2016A000211","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315186","3.2.2","5228","","","","0"
"2020","Prince Edward Island","2016A000211","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315187","3.2.3","8529","","","","0"
"2020","Prince Edward Island","2016A000211","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315188","3.3.1","302","","","","0"
"2020","Prince Edward Island","2016A000211","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315189","3.3.2","115","","","","0"
"2020","Prince Edward Island","2016A000211","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315190","3.3.3","187","","","","0"
"2020","Prince Edward Island","2016A000211","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315191","3.4.1","8594","","","","0"
"2020","Prince Edward Island","2016A000211","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315192","3.4.2","3266","","","","0"
"2020","Prince Edward Island","2016A000211","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315193","3.4.3","5328","","","","0"
"2020","Prince Edward Island","2016A000211","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315194","3.5.1","1492","","","","0"
"2020","Prince Edward Island","2016A000211","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315195","3.5.2","642","","","","0"
"2020","Prince Edward Island","2016A000211","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315196","3.5.3","850","","","","0"
"2020","Prince Edward Island","2016A000211","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315197","3.6.1","1839","","","","0"
"2020","Prince Edward Island","2016A000211","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315198","3.6.2","699","","","","0"
"2020","Prince Edward Island","2016A000211","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315199","3.6.3","1140","","","","0"
"2020","Prince Edward Island","2016A000211","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315200","3.7.1","6232","","","","0"
"2020","Prince Edward Island","2016A000211","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315201","3.7.2","2368","","","","0"
"2020","Prince Edward Island","2016A000211","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315202","3.7.3","3864","","","","0"
"2020","Prince Edward Island","2016A000211","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315203","3.8.1","417","","","","0"
"2020","Prince Edward Island","2016A000211","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315204","3.8.2","","..","","","0"
"2020","Prince Edward Island","2016A000211","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315205","3.8.3","","..","","","0"
"2020","Prince Edward Island","2016A000211","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315206","3.9.1","1058","","","","0"
"2020","Prince Edward Island","2016A000211","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315207","3.9.2","402","","","","0"
"2020","Prince Edward Island","2016A000211","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315208","3.9.3","656","","","","0"
"2020","Prince Edward Island","2016A000211","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315209","3.10.1","0","","","","0"
"2020","Prince Edward Island","2016A000211","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315210","3.10.2","0","","","","0"
"2020","Prince Edward Island","2016A000211","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315211","3.10.3","0","","","","0"
"2020","Prince Edward Island","2016A000211","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315212","3.11.1","0","","","","0"
"2020","Prince Edward Island","2016A000211","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315213","3.11.2","0","","","","0"
"2020","Prince Edward Island","2016A000211","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315214","3.11.3","0","","","","0"
"2020","Prince Edward Island","2016A000211","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315215","3.12.1","2463","","","","0"
"2020","Prince Edward Island","2016A000211","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315216","3.12.2","","..","","","0"
"2020","Prince Edward Island","2016A000211","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315217","3.12.3","","..","","","0"
"2020","Prince Edward Island","2016A000211","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315218","3.13.1","0","","","","0"
"2020","Prince Edward Island","2016A000211","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315219","3.13.2","0","","","","0"
"2020","Prince Edward Island","2016A000211","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315220","3.13.3","0","","","","0"
"2020","Prince Edward Island","2016A000211","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315221","3.14.1","21588","","","","0"
"2020","Prince Edward Island","2016A000211","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315222","3.14.2","17554","","","","0"
"2020","Prince Edward Island","2016A000211","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315223","3.14.3","4034","","","","0"
"2020","Prince Edward Island","2016A000211","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315224","3.15.1","0","","","","0"
"2020","Prince Edward Island","2016A000211","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315225","3.15.2","0","","","","0"
"2020","Prince Edward Island","2016A000211","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315226","3.15.3","0","","","","0"
"2020","Nova Scotia","2016A000212","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315227","4.1.1","304311","","","","0"
"2020","Nova Scotia","2016A000212","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315228","4.1.2","","..","","","0"
"2020","Nova Scotia","2016A000212","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315229","4.1.3","","..","","","0"
"2020","Nova Scotia","2016A000212","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315230","4.2.1","71208","","","","0"
"2020","Nova Scotia","2016A000212","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315231","4.2.2","43578","","","","0"
"2020","Nova Scotia","2016A000212","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315232","4.2.3","27630","","","","0"
"2020","Nova Scotia","2016A000212","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315233","4.3.1","4275","","","","0"
"2020","Nova Scotia","2016A000212","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315234","4.3.2","","x","","","0"
"2020","Nova Scotia","2016A000212","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315235","4.3.3","","x","","","0"
"2020","Nova Scotia","2016A000212","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315236","4.4.1","4750","","","","0"
"2020","Nova Scotia","2016A000212","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315237","4.4.2","4583","","","","0"
"2020","Nova Scotia","2016A000212","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315238","4.4.3","167","","","","0"
"2020","Nova Scotia","2016A000212","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315239","4.5.1","1369","","","","0"
"2020","Nova Scotia","2016A000212","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315240","4.5.2","1318","","","","0"
"2020","Nova Scotia","2016A000212","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315241","4.5.3","51","","","","0"
"2020","Nova Scotia","2016A000212","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315242","4.6.1","1898","","","","0"
"2020","Nova Scotia","2016A000212","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315243","4.6.2","","x","","","0"
"2020","Nova Scotia","2016A000212","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315244","4.6.3","","x","","","0"
"2020","Nova Scotia","2016A000212","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315245","4.7.1","1087","","","","0"
"2020","Nova Scotia","2016A000212","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315246","4.7.2","","x","","","0"
"2020","Nova Scotia","2016A000212","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315247","4.7.3","","x","","","0"
"2020","Nova Scotia","2016A000212","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315248","4.8.1","2580","","","","0"
"2020","Nova Scotia","2016A000212","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315249","4.8.2","","..","","","0"
"2020","Nova Scotia","2016A000212","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315250","4.8.3","","..","","","0"
"2020","Nova Scotia","2016A000212","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315251","4.9.1","13598","","","","0"
"2020","Nova Scotia","2016A000212","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315252","4.9.2","10056","","","","0"
"2020","Nova Scotia","2016A000212","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315253","4.9.3","3543","","","","0"
"2020","Nova Scotia","2016A000212","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315254","4.10.1","3197","","","","0"
"2020","Nova Scotia","2016A000212","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315255","4.10.2","3136","","","","0"
"2020","Nova Scotia","2016A000212","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315256","4.10.3","61","","","","0"
"2020","Nova Scotia","2016A000212","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315257","4.11.1","","x","","","0"
"2020","Nova Scotia","2016A000212","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315258","4.11.2","","x","","","0"
"2020","Nova Scotia","2016A000212","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315259","4.11.3","","x","","","0"
"2020","Nova Scotia","2016A000212","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315260","4.12.1","14777","","","","0"
"2020","Nova Scotia","2016A000212","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315261","4.12.2","","..","","","0"
"2020","Nova Scotia","2016A000212","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315262","4.12.3","","..","","","0"
"2020","Nova Scotia","2016A000212","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315263","4.13.1","46209","","","","0"
"2020","Nova Scotia","2016A000212","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315264","4.13.2","","x","","","0"
"2020","Nova Scotia","2016A000212","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315265","4.13.3","","x","","","0"
"2020","Nova Scotia","2016A000212","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315266","4.14.1","139247","","","","0"
"2020","Nova Scotia","2016A000212","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315267","4.14.2","87453","","","","0"
"2020","Nova Scotia","2016A000212","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315268","4.14.3","51795","","","","0"
"2020","Nova Scotia","2016A000212","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315269","4.15.1","","x","","","0"
"2020","Nova Scotia","2016A000212","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315270","4.15.2","","x","","","0"
"2020","Nova Scotia","2016A000212","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315271","4.15.3","","x","","","0"
"2020","New Brunswick","2016A000213","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315272","5.1.1","166179","","","","0"
"2020","New Brunswick","2016A000213","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315273","5.1.2","","..","","","0"
"2020","New Brunswick","2016A000213","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315274","5.1.3","","..","","","0"
"2020","New Brunswick","2016A000213","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315275","5.2.1","35483","","","","0"
"2020","New Brunswick","2016A000213","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315276","5.2.2","18119","","","","0"
"2020","New Brunswick","2016A000213","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315277","5.2.3","17364","","","","0"
"2020","New Brunswick","2016A000213","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315278","5.3.1","","x","","","0"
"2020","New Brunswick","2016A000213","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315279","5.3.2","","x","","","0"
"2020","New Brunswick","2016A000213","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315280","5.3.3","","x","","","0"
"2020","New Brunswick","2016A000213","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315281","5.4.1","1687","","","","0"
"2020","New Brunswick","2016A000213","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315282","5.4.2","","x","","","0"
"2020","New Brunswick","2016A000213","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315283","5.4.3","","x","","","0"
"2020","New Brunswick","2016A000213","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315284","5.5.1","","x","","","0"
"2020","New Brunswick","2016A000213","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315285","5.5.2","","x","","","0"
"2020","New Brunswick","2016A000213","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315286","5.5.3","","x","","","0"
"2020","New Brunswick","2016A000213","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315287","5.6.1","933","","","","0"
"2020","New Brunswick","2016A000213","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315288","5.6.2","","x","","","0"
"2020","New Brunswick","2016A000213","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315289","5.6.3","","x","","","0"
